Id,SalePrice
1461,122234.99595954968
1462,139178.2636842326
1463,169872.05425123242
1464,199138.80165588344
1465,196257.10922934802
1466,182619.85966400104
1467,200754.8662718715
1468,173034.1489842222
1469,208088.21435857227
1470,118252.26905730087
1471,200048.73990276107
1472,112555.15779928782
1473,88064.08531104843
1474,148705.89951938228
1475,111190.90212162025
1476,313040.56014738965
1477,249881.24444597145
1478,289183.3254708464
1479,268060.7869959773
1480,386285.1067526754
1481,289265.55886911694
1482,211435.1432707503
1483,174685.6348820756
1484,172963.7164096675
1485,207308.94186756224
1486,207784.37808123138
1487,285212.2702380911
1488,260324.31090685446
1489,181886.9981307513
1490,232981.137205258
1491,211504.5397035249
1492,90426.20873619546
1493,219465.95864772028
1494,288069.05533542624
1495,275579.2790594138
1496,215710.97587212385
1497,158689.53289793513
1498,152318.14062559395
1499,162017.52946486452
1500,150472.59577406268
1501,189066.59016649704
1502,146061.9177061834
1503,286086.9948363041
1504,246544.75633575371
1505,223037.12948208838
1506,196997.1464690161
1507,241454.5830160901
1508,198596.45776804653
1509,153425.93172773416
1510,144251.46163179935
1511,147768.57980752084
1512,189769.14740377874
1513,166459.89662992372
1514,157420.37565638323
1515,204396.89912784146
1516,170779.43654695142
1517,166310.29242595064
1518,118868.13734457036
1519,240796.68304192286
1520,122672.23441717122
1521,113388.31738787144
1522,204902.22104703006
1523,74005.80278101948
1524,101185.63413032494
1525,98785.92745774332
1526,84605.05433562188
1527,90674.54326349497
1528,150072.4589238104
1529,128291.43018708355
1530,245827.12035457976
1531,143591.15240819182
1532,118226.97817458445
1533,144876.40378679312
1534,123530.12278990739
1535,143188.48331319448
1536,97261.11960651749
1537,43024.25079201686
1538,177981.47587961727
1539,217808.58082452486
1540,112522.13588624494
1541,153446.87715570442
1542,130444.29206359247
1543,184946.22151815263
1544,74419.69345434313
1545,130035.1304873866
1546,140107.97738154628
1547,141476.88529371074
1548,132213.492185293
1549,126179.09895548807
1550,126041.08840124006
1551,131011.22886574268
1552,134539.79434795375
1553,167794.9321030588
1554,117656.4920646121
1555,158672.82303543552
1556,80258.39594810398
1557,90087.36519182718
1558,92457.05659742467
1559,73509.82218900672
1560,125176.04901616136
1561,123951.26049666665
1562,116698.84488869924
1563,114864.87732180906
1564,149011.5996263991
1565,139636.7197366159
1566,244002.25231359783
1567,68730.91128316335
1568,221420.98893975513
1569,92118.47818827885
1570,144207.1448879589
1571,120777.65388440806
1572,134066.21397984633
1573,243732.5426888588
1574,117219.29811654403
1575,243937.75749020744
1576,257909.03276117588
1577,198093.1904996594
1578,145811.96769055538
1579,136017.75282271043
1580,210010.48160637706
1581,136361.41669536429
1582,126789.12997718272
1583,306108.3975886388
1584,228178.42531053396
1585,157149.60739233973
1586,54049.45790390961
1587,98704.36099051719
1588,141576.61428393936
1589,107460.6432493173
1590,130113.32911830465
1591,74083.58355647419
1592,121236.56232247502
1593,149974.54461327405
1594,125317.97246963636
1595,119982.99402510282
1596,207090.72670360003
1597,168304.34246023372
1598,207105.51549057104
1599,199230.15854878724
1600,184604.32587404968
1601,24903.568008160102
1602,127355.30752933724
1603,58281.80662532407
1604,249541.23813778046
1605,269169.47064938955
1606,172844.39978010498
1607,165334.99579163594
1608,230633.1250730392
1609,196242.30817974324
1610,156917.89458684088
1611,164825.5405607107
1612,163753.3345539826
1613,173813.03547521983
1614,125002.0156929302
1615,69233.77672480431
1616,51993.70733653195
1617,56369.791967759724
1618,105159.82453405531
1619,156474.31048906082
1620,176108.86608452105
1621,134869.85455957544
1622,126776.444228763
1623,257995.09999534732
1624,207024.9350570864
1625,118501.34759468341
1626,193549.41469215718
1627,193684.96306544612
1628,278215.20315466926
1629,195796.16426786524
1630,301298.0208266234
1631,211222.46661529993
1632,226392.81375795638
1633,194438.88502692117
1634,194399.92515804467
1635,189957.9277386542
1636,164017.9689067843
1637,195838.52893728158
1638,215091.81479757628
1639,199215.31065833836
1640,254297.02207864344
1641,197318.8007550704
1642,225717.37972161907
1643,224408.441406123
1644,232300.2520900889
1645,244010.8017146266
1646,181303.71564897895
1647,174955.24759375502
1648,134122.91567186033
1649,129725.2655324426
1650,115464.80469546455
1651,110265.4013609998
1652,117583.01392704342
1653,117584.14912667591
1654,151515.01221007004
1655,146894.54843691608
1656,139414.31476433226
1657,152571.40007939842
1658,143660.79768631072
1659,127188.93645680568
1660,139771.08318366937
1661,369478.83755461674
1662,321197.34115442424
1663,320290.37683657906
1664,409765.90867832105
1665,287589.49674449814
1666,294416.7709786433
1667,301144.3767714815
1668,311068.4322224932
1669,294135.0831746877
1670,309607.31745782075
1671,258031.7891789868
1672,373949.8834079959
1673,288984.31489520567
1674,256104.49212395027
1675,184261.9469849522
1676,194495.587726685
1677,215751.53985017794
1678,385225.9163662648
1679,317550.074317334
1680,273744.55938987085
1681,242624.34331405535
1682,290983.61341658456
1683,191453.9603181252
1684,205367.18687181524
1685,178645.4165145557
1686,173983.8176003896
1687,183875.35029637616
1688,207697.67804859334
1689,207857.60429352825
1690,218206.0370196465
1691,207595.92666728375
1692,263883.46629754803
1693,184903.46689563594
1694,192688.4557892119
1695,187030.71102921106
1696,273398.6803115767
1697,190324.88949930132
1698,322581.769899733
1699,296639.4171179794
1700,248601.67624313303
1701,272200.4128197642
1702,256953.9496728998
1703,260682.61431828712
1704,280005.3812304889
1705,237926.48764660617
1706,359846.5921787933
1707,191239.42045589944
1708,203847.54042616463
1709,273375.4377739115
1710,230253.34372282843
1711,276728.05900152354
1712,248476.88040954515
1713,265717.4254007612
1714,218031.77815508575
1715,204382.82981284545
1716,181337.55463339062
1717,193123.9690419766
1718,138440.2294241375
1719,212631.55820685124
1720,247816.2462435501
1721,182635.32577535626
1722,128292.10865590593
1723,163519.81733217323
1724,224168.86718081485
1725,231613.58153498312
1726,185827.01004162978
1727,146846.6719688255
1728,196382.62753713003
1729,167136.83910668828
1730,169671.622244118
1731,118094.66031955893
1732,120029.45312971552
1733,106878.68386153434
1734,106642.88907914958
1735,125917.23628542467
1736,97700.8066149262
1737,326756.14711717237
1738,237189.69112317264
1739,257069.34584280127
1740,183513.08938349376
1741,185111.7331490477
1742,166941.38378141366
1743,180686.57133857615
1744,293106.0377102392
1745,217169.85680780374
1746,212675.97292294784
1747,227237.6529755378
1748,219620.564788481
1749,156429.97623299982
1750,143032.86937357916
1751,252131.37118051958
1752,104912.2532384526
1753,148643.39409850189
1754,227974.99371800642
1755,162722.1126317887
1756,140655.705178897
1757,93073.48196036008
1758,154434.70671776426
1759,178144.07443712838
1760,175769.95276760438
1761,168543.17670758045
1762,164528.31984124891
1763,168537.14204453642
1764,106948.78266279527
1765,188603.7274108238
1766,211968.80723948264
1767,251525.08902663458
1768,135765.3761715684
1769,180264.52012657968
1770,157390.52605504403
1771,105541.13127066463
1772,116345.93868632265
1773,105474.57724910846
1774,137811.02561561426
1775,137461.6295799514
1776,143667.19080857828
1777,96607.70246659813
1778,133829.53850519867
1779,129088.38738275005
1780,194737.44309849886
1781,108257.7833080875
1782,44540.03815816098
1783,138134.90223922033
1784,90700.54519166099
1785,101024.1737366257
1786,176530.80824291497
1787,159905.18936339242
1788,29018.927127917646
1789,96682.46097546793
1790,39190.07126224728
1791,209341.6242109934
1792,166160.881160917
1793,160675.97133135633
1794,178525.2481417294
1795,120990.55832911213
1796,131570.18397225905
1797,146556.27110104065
1798,98822.83776912838
1799,99809.51106248854
1800,104857.64035182027
1801,90354.28579804173
1802,166359.5851119369
1803,165331.2061724083
1804,132109.13930095488
